var_id	TF	TF_TE.random	gene	gene_TE.random	analysis
rs112406105	BARHL1	0.0154691074419983	ACADVL	-0.105991683394234	tissue
rs112406105	RHOXF1	-0.0202976811966822	ACADVL	-0.105991683394234	tissue
rs1131691434	TFAP2E	-0.0328353200133375	SGSH	-0.0960037098457885	tissue
rs113641837	TFAP2E	-0.0328353200133375	SGSH	-0.0960037098457885	tissue
rs113736090	NKX2-8	-0.0913227847784581	GLDC	0.113012796355189	tissue
rs1141370	GCM1	-0.0122953195724881	HBB	0.179282484897724	tissue
rs115136468	ZBTB18	0.0255836703201694	SORBS3	-0.155441747469949	tissue
rs11555426	TFAP2E	-0.0328353200133375	COCH	0.097011674643196	tissue
rs11587758	NFAT5	0.0670307778086934	PRPF3	-0.0886169342331461	tissue
rs1160543272	HOXD10	0.0307684484870478	HBB	0.179282484897724	tissue
rs1160543272	HOXC10	0.0393571029587593	HBB	0.179282484897724	tissue
rs1160543272	HOXC9	0.0567626770687054	HBB	0.179282484897724	tissue
rs11716842	MXI1	-0.0884983496619472	FANCD2	0.104042339281542	tissue
rs11716842	ZBTB18	0.0255836703201694	FANCD2	0.104042339281542	tissue
rs11716842	FIGLA	0.0225930489494683	FANCD2	0.104042339281542	tissue
rs118204015	ASCL1	0.078388218580892	ACADVL	-0.105991683394234	tissue
rs1213767677	TBX5	-0.23334243281016	COCH	0.097011674643196	tissue
rs121908927	OLIG1	-0.0299924402391096	COCH	0.097011674643196	tissue
rs121908927	NEUROD2	0.0400279938903996	COCH	0.097011674643196	tissue
rs1250042245	POU2F2	0.00430399188161089	HBB	0.179282484897724	tissue
rs12938061	ATF3	0.517144150665419	TNFRSF13B	0.140890939114331	tissue
rs1302097141	ATF3	0.517144150665419	HBB	0.179282484897724	tissue
rs1320832744	ZNF24	0.0267596615223762	HBB	0.179282484897724	tissue
rs1320832744	LHX9	0.14593393866742	HBB	0.179282484897724	tissue
rs1320832744	LMX1A	0.0340398274390008	HBB	0.179282484897724	tissue
rs1320832744	TLX2	0.00365135831173542	HBB	0.179282484897724	tissue
rs1320832744	LHX6	-0.0203828105411187	HBB	0.179282484897724	tissue
rs1320832744	EMX2	-0.0160341320047929	HBB	0.179282484897724	tissue
rs1320832744	HOXB3	-0.175426287992439	HBB	0.179282484897724	tissue
rs1320832744	NKX6-1	0.0362242349924687	HBB	0.179282484897724	tissue
rs1320832744	HESX1	-0.0150253119514779	HBB	0.179282484897724	tissue
rs1320832744	PRRX2	0.0835341208685455	HBB	0.179282484897724	tissue
rs1320832744	LBX2	-0.0240778572390296	HBB	0.179282484897724	tissue
rs1320832744	NKX6-2	-0.109035694541266	HBB	0.179282484897724	tissue
rs1320832744	DRGX	0.0859295674251547	HBB	0.179282484897724	tissue
rs1320832744	PRRX1	0.176967798403458	HBB	0.179282484897724	tissue
rs1320832744	MIXL1	0.0749164440052411	HBB	0.179282484897724	tissue
rs13243267	HOXC11	0.0862095075993528	CPSF4	-0.112001229006784	tissue
rs137860983	NHLH2	0.0562048610072942	SORBS3	-0.155441747469949	tissue
rs137860983	NHLH1	0.0357108980870408	SORBS3	-0.155441747469949	tissue
rs137860983	TFAP4	-0.0178720278871239	SORBS3	-0.155441747469949	tissue
rs139425622	TFAP4	-0.0178720278871239	ACADVL	-0.105991683394234	tissue
rs141167669	RHOXF1	-0.0202976811966822	ACADVL	-0.105991683394234	tissue
rs142774508	GFI1	0.0826564354258641	EN2	0.120158555709507	tissue
rs144255994	NKX2-8	-0.0913227847784581	ACADVL	-0.105991683394234	tissue
rs144550376	TFAP4	-0.0178720278871239	MYBBP1A	-0.0991078619233334	tissue
rs144937031	FOSL2	0.220228104585515	GLDC	0.113012796355189	tissue
rs144937031	FOS	0.242590214904265	GLDC	0.113012796355189	tissue
rs1458317780	GATA5	-0.0106116220537031	GPM6B	-0.27102805596395	tissue
rs1458941582	TCF7L2	0.0551169655074922	ACADVL	-0.105991683394234	tissue
rs145967352	ETV6	0.013760650695549	SGSH	-0.0960037098457885	tissue
rs146428676	PAX9	0.0247077613723942	CDC25C	0.0833684442095568	tissue
rs147436494	SNAI1	0.212889318949124	HS6ST1	0.141738331520714	tissue
rs147472391	ETV4	0.00132501215902706	GLDC	0.113012796355189	tissue
rs148711190	STAT3	0.147951459744635	LIG4	0.0950169076350246	tissue
rs148758686	MSANTD3	-0.0260255440539095	TNFRSF13B	0.140890939114331	tissue
rs150101848	TBX18	0.0208772359677872	TNFRSF13B	0.140890939114331	tissue
rs151203772	ELK4	0.0301376899892318	CYP4B1	-0.289817335185549	tissue
rs151203772	ETV4	0.00132501215902706	CYP4B1	-0.289817335185549	tissue
rs1554917555	ZEB1	-0.23407407245553	HBB	0.179282484897724	tissue
rs1555526667	TFAP2E	-0.0328353200133375	ACADVL	-0.105991683394234	tissue
rs1555527732	TFAP4	-0.0178720278871239	ACADVL	-0.105991683394234	tissue
rs1555620072	ZNF75D	-0.0822028586342079	SGSH	-0.0960037098457885	tissue
rs1555621425	MXI1	-0.0884983496619472	SGSH	-0.0960037098457885	tissue
rs1555908984	NR1I3	-0.0137301378213902	GPM6B	-0.27102805596395	tissue
rs1555909002	HOXA4	-0.0337317819508972	GPM6B	-0.27102805596395	tissue
rs1555909002	HOXB4	-0.151972107399637	GPM6B	-0.27102805596395	tissue
rs1555909002	HOXD4	0.0479254289156974	GPM6B	-0.27102805596395	tissue
rs1555909002	HOXA7	-0.0592141133041178	GPM6B	-0.27102805596395	tissue
rs1555909002	HOXC4	0.0197408685531364	GPM6B	-0.27102805596395	tissue
rs1555909002	HOXD3	-0.0474056730697202	GPM6B	-0.27102805596395	tissue
rs1555909002	HOXB5	-0.119346958406526	GPM6B	-0.27102805596395	tissue
rs1555979485	ETV6	0.013760650695549	SLC16A2	0.112252582212436	tissue
rs1555979485	ELK4	0.0301376899892318	SLC16A2	0.112252582212436	tissue
rs1555979485	HINFP	-0.0265367176277218	SLC16A2	0.112252582212436	tissue
rs1567565417	GCM1	-0.0122953195724881	ACADVL	-0.105991683394234	tissue
rs1569164733	HOXA5	-0.15084159035045	GPM6B	-0.27102805596395	tissue
rs1569164733	HOXB5	-0.119346958406526	GPM6B	-0.27102805596395	tissue
rs1569164733	HOXA1	0.0409874823538019	GPM6B	-0.27102805596395	tissue
rs1569164733	MEOX1	0.0724450482952125	GPM6B	-0.27102805596395	tissue
rs1569164733	HOXA2	-0.200240005191186	GPM6B	-0.27102805596395	tissue
rs1569164733	HOXC8	0.108918342229749	GPM6B	-0.27102805596395	tissue
rs1569164733	HOXB2	0.00750669131872572	GPM6B	-0.27102805596395	tissue
rs1569164733	EMX1	0.0813727355576774	GPM6B	-0.27102805596395	tissue
rs1569164733	EMX2	-0.0160341320047929	GPM6B	-0.27102805596395	tissue
rs1569164733	LHX9	0.14593393866742	GPM6B	-0.27102805596395	tissue
rs1569164733	EN1	0.00774356828856292	GPM6B	-0.27102805596395	tissue
rs1569164733	HOXD3	-0.0474056730697202	GPM6B	-0.27102805596395	tissue
rs1569164829	HOXD3	-0.0474056730697202	GPM6B	-0.27102805596395	tissue
rs1569164829	HOXB2	0.00750669131872572	GPM6B	-0.27102805596395	tissue
rs1569164829	HOXA1	0.0409874823538019	GPM6B	-0.27102805596395	tissue
rs1569164829	EMX2	-0.0160341320047929	GPM6B	-0.27102805596395	tissue
rs1569164829	EMX1	0.0813727355576774	GPM6B	-0.27102805596395	tissue
rs1594371470	BCL6	-0.0503493125002189	COCH	0.097011674643196	tissue
rs1598742412	NFIA	-0.0820489213820431	SGSH	-0.0960037098457885	tissue
rs1805389	FOS	0.242590214904265	LIG4	0.0950169076350246	tissue
rs1805389	BACH2	-0.0579983935333053	LIG4	0.0950169076350246	tissue
rs1805389	FOSL2	0.220228104585515	LIG4	0.0950169076350246	tissue
rs193922551	STAT3	0.147951459744635	HBB	0.179282484897724	tissue
rs193922558	RHOXF1	-0.0202976811966822	HBB	0.179282484897724	tissue
rs199608109	TFAP4	-0.0178720278871239	COCH	0.097011674643196	tissue
rs199608109	NHLH1	0.0357108980870408	COCH	0.097011674643196	tissue
rs200508287	NR2C1	-0.0913787642762126	MOGS	-0.0687426487615832	tissue
rs200666191	NRL	0.101889410311038	NBEAL2	-0.136236951800276	tissue
rs201176444	TEF	0.0890406533878915	LIG4	0.0950169076350246	tissue
rs201641746	BCL6	-0.0503493125002189	NBEAL2	-0.136236951800276	tissue
rs2232643	FIGLA	0.0225930489494683	LIG4	0.0950169076350246	tissue
rs2232644	HNF1A	0.0472932946121125	LIG4	0.0950169076350246	tissue
rs2232644	ZFP42	0.0350086645536892	LIG4	0.0950169076350246	tissue
rs2232644	HNF1B	-0.0172428699479146	LIG4	0.0950169076350246	tissue
rs2432132	ZNF384	0.0176353960819548	FUT2	0.0919359926011071	tissue
rs2452170	FIGLA	0.0225930489494683	FUT2	0.0919359926011071	tissue
rs2476958	PROX1	0.145688719299141	COL17A1	0.101034934989444	tissue
rs281865407	ASCL1	0.078388218580892	ABCA4	0.118568206196979	tissue
rs28362775	GATA5	-0.0106116220537031	COCH	0.097011674643196	tissue
rs28400029	NR3C1	-0.106409664945694	COCH	0.097011674643196	tissue
rs28400029	NR3C2	-0.00220010926726115	COCH	0.097011674643196	tissue
rs33913413	ZNF75D	-0.0822028586342079	HBB	0.179282484897724	tissue
rs33919924	OSR1	0.0217776033723269	HBB	0.179282484897724	tissue
rs33922842	ZNF274	0.05533220577149	HBB	0.179282484897724	tissue
rs33922873	NR6A1	0.0243315456223887	HBB	0.179282484897724	tissue
rs33922873	BARX1	0.0393862285610189	HBB	0.179282484897724	tissue
rs33925391	ESR2	0.0575311120768812	HBB	0.179282484897724	tissue
rs33926796	NR3C2	-0.00220010926726115	HBB	0.179282484897724	tissue
rs33927093	HOXA2	-0.200240005191186	HBB	0.179282484897724	tissue
rs33927093	HOXD3	-0.0474056730697202	HBB	0.179282484897724	tissue
rs33927093	HOXD4	0.0479254289156974	HBB	0.179282484897724	tissue
rs33927093	HOXA5	-0.15084159035045	HBB	0.179282484897724	tissue
rs33927093	HOXB5	-0.119346958406526	HBB	0.179282484897724	tissue
rs33927093	HOXB4	-0.151972107399637	HBB	0.179282484897724	tissue
rs33927093	HOXA4	-0.0337317819508972	HBB	0.179282484897724	tissue
rs33927093	HOXC4	0.0197408685531364	HBB	0.179282484897724	tissue
rs33929459	NR1I3	-0.0137301378213902	HBB	0.179282484897724	tissue
rs33930385	NKX2-8	-0.0913227847784581	HBB	0.179282484897724	tissue
rs33930385	NR5A1	0.0215901883996068	HBB	0.179282484897724	tissue
rs33931779	TFAP2E	-0.0328353200133375	HBB	0.179282484897724	tissue
rs33931806	FOSL2	0.220228104585515	HBB	0.179282484897724	tissue
rs33932070	ASCL1	0.078388218580892	HBB	0.179282484897724	tissue
rs33933298	SOHLH2	0.059768362332768	HBB	0.179282484897724	tissue
rs33937535	MEIS2	-0.0348155163988092	HBB	0.179282484897724	tissue
rs33937535	MEIS1	-0.174525467657211	HBB	0.179282484897724	tissue
rs33941377	KLF5	0.076267115741927	HBB	0.179282484897724	tissue
rs33941377	KLF6	0.0824604787511361	HBB	0.179282484897724	tissue
rs33944208	KLF2	-0.00543696390451957	HBB	0.179282484897724	tissue
rs33944208	KLF6	0.0824604787511361	HBB	0.179282484897724	tissue
rs33944208	KLF5	0.076267115741927	HBB	0.179282484897724	tissue
rs33945546	YY1	-0.0492387342452127	HBB	0.179282484897724	tissue
rs33946157	TFAP2B	0.0320151546239765	HBB	0.179282484897724	tissue
rs33946775	CTCF	-0.0300795397437046	HBB	0.179282484897724	tissue
rs33951978	SOHLH2	0.059768362332768	HBB	0.179282484897724	tissue
rs33952266	TBX6	-0.00931045580670651	HBB	0.179282484897724	tissue
rs33952266	TBX3	-0.349021223232391	HBB	0.179282484897724	tissue
rs33952266	TBX15	-0.0868721309345713	HBB	0.179282484897724	tissue
rs33952266	TBX5	-0.23334243281016	HBB	0.179282484897724	tissue
rs33952543	ZEB1	-0.23407407245553	HBB	0.179282484897724	tissue
rs33953406	ELK4	0.0301376899892318	HBB	0.179282484897724	tissue
rs33953406	ELF4	0.0448798473485049	HBB	0.179282484897724	tissue
rs33953406	ELF5	0.363236042203478	HBB	0.179282484897724	tissue
rs33954595	DMRT3	0.0441657701441113	HBB	0.179282484897724	tissue
rs33958088	JUN	0.279335211080358	HBB	0.179282484897724	tissue
rs33958637	MAX	-0.0116280526928935	HBB	0.179282484897724	tissue
rs33958637	TFEB	-0.153283733337927	HBB	0.179282484897724	tissue
rs33958637	MLXIPL	0.00581849863579749	HBB	0.179282484897724	tissue
rs33959340	DMRT3	0.0441657701441113	HBB	0.179282484897724	tissue
rs33961444	FOS	0.242590214904265	HBB	0.179282484897724	tissue
rs33961444	FOSL2	0.220228104585515	HBB	0.179282484897724	tissue
rs33974228	HOXD8	0.0109202444113979	HBB	0.179282484897724	tissue
rs33974936	PPARD	0.0185793299470339	HBB	0.179282484897724	tissue
rs33974936	RXRB	0.0331955867705259	HBB	0.179282484897724	tissue
rs33974936	RXRG	0.0654118885683005	HBB	0.179282484897724	tissue
rs33976006	CREB3L1	0.0738585126452997	HBB	0.179282484897724	tissue
rs33978082	RFX4	0.0023719977364402	HBB	0.179282484897724	tissue
rs33978082	RFX5	0.16453974665736	HBB	0.179282484897724	tissue
rs33978338	ZNF274	0.05533220577149	HBB	0.179282484897724	tissue
rs33985510	SOHLH2	0.059768362332768	HBB	0.179282484897724	tissue
rs33987957	ZNF274	0.05533220577149	HBB	0.179282484897724	tissue
rs33990858	SNAI3	0.0382307200700127	HBB	0.179282484897724	tissue
rs33991294	ESR2	0.0575311120768812	HBB	0.179282484897724	tissue
rs33991472	OLIG1	-0.0299924402391096	HBB	0.179282484897724	tissue
rs33991993	NR5A1	0.0215901883996068	HBB	0.179282484897724	tissue
rs33994806	KLF5	0.076267115741927	HBB	0.179282484897724	tissue
rs34095019	YY1	-0.0492387342452127	HBB	0.179282484897724	tissue
rs34126315	TFEC	0.0273915525892259	HBB	0.179282484897724	tissue
rs34227486	NR1I3	-0.0137301378213902	HBB	0.179282484897724	tissue
rs34515413	SOHLH2	0.059768362332768	HBB	0.179282484897724	tissue
rs34515413	HIF1A	0.264801776801986	HBB	0.179282484897724	tissue
rs34726542	RFX2	-0.0804561817295851	HBB	0.179282484897724	tissue
rs34999973	KLF6	0.0824604787511361	HBB	0.179282484897724	tissue
rs34999973	KLF2	-0.00543696390451957	HBB	0.179282484897724	tissue
rs34999973	KLF5	0.076267115741927	HBB	0.179282484897724	tissue
rs35286210	FOSL2	0.220228104585515	HBB	0.179282484897724	tissue
rs35286210	FOS	0.242590214904265	HBB	0.179282484897724	tissue
rs35303224	POU3F2	0.0305526726469028	CPSF4	-0.112001229006784	tissue
rs35328027	ATF3	0.517144150665419	HBB	0.179282484897724	tissue
rs35747961	HOXD9	0.0172120520289905	HBB	0.179282484897724	tissue
rs35747961	CDX1	0.0208990601802267	HBB	0.179282484897724	tissue
rs35747961	HOXA10	-0.0253267120484709	HBB	0.179282484897724	tissue
rs35890959	NR1I3	-0.0137301378213902	HBB	0.179282484897724	tissue
rs367759326	NRL	0.101889410311038	GLDC	0.113012796355189	tissue
rs373293691	NKX6-3	0.0165166130460852	FBXO7	-0.0844762203347466	tissue
rs373293691	MEOX1	0.0724450482952125	FBXO7	-0.0844762203347466	tissue
rs374911841	KLF2	-0.00543696390451957	ACADVL	-0.105991683394234	tissue
rs374911841	KLF6	0.0824604787511361	ACADVL	-0.105991683394234	tissue
rs376851470	KLF5	0.076267115741927	TF	0.0949901048838351	tissue
rs376851470	KLF6	0.0824604787511361	TF	0.0949901048838351	tissue
rs376851470	KLF2	-0.00543696390451957	TF	0.0949901048838351	tissue
rs377044444	NR2C1	-0.0913787642762126	ACADVL	-0.105991683394234	tissue
rs377044444	TGIF2	0.00962663028295409	ACADVL	-0.105991683394234	tissue
rs377044444	TBX4	-0.0890920754004658	ACADVL	-0.105991683394234	tissue
rs377044444	TBX2	-0.297223632335496	ACADVL	-0.105991683394234	tissue
rs377044444	NR2F1	-0.100398737715935	ACADVL	-0.105991683394234	tissue
rs377044444	TBX3	-0.349021223232391	ACADVL	-0.105991683394234	tissue
rs377044444	TBX6	-0.00931045580670651	ACADVL	-0.105991683394234	tissue
rs380743	ZBTB33	0.115533839615103	RASIP1	-0.187701459846021	tissue
rs387906253	ZFP42	0.0350086645536892	ACADVL	-0.105991683394234	tissue
rs3958533	MYF6	0.03299915010349	HS6ST1	0.141738331520714	tissue
rs398123081	NR3C2	-0.00220010926726115	ACADVL	-0.105991683394234	tissue
rs398123081	NR3C1	-0.106409664945694	ACADVL	-0.105991683394234	tissue
rs398123083	FIGLA	0.0225930489494683	ACADVL	-0.105991683394234	tissue
rs398124221	TFAP4	-0.0178720278871239	MOGS	-0.0687426487615832	tissue
rs41298293	NFATC4	0.0413353299508825	TF	0.0949901048838351	tissue
rs41298295	ZNF684	-0.0675586096623384	TF	0.0949901048838351	tissue
rs4452313	NKX6-3	0.0165166130460852	PLCL2	0.127041501293016	tissue
rs4452313	POU6F2	0.0710466781371525	PLCL2	0.127041501293016	tissue
rs4806131	ZIC4	0.000278472649018866	CD22	0.21284868745124	tissue
rs531051730	ZNF16	-0.0997480985564844	MOGS	-0.0687426487615832	tissue
rs531051730	PLAGL2	0.125283545507608	MOGS	-0.0687426487615832	tissue
rs545215807	OLIG1	-0.0299924402391096	ACADVL	-0.105991683394234	tissue
rs549782167	FOS	0.242590214904265	SGSH	-0.0960037098457885	tissue
rs56683778	SNAI1	0.212889318949124	CCDC80	0.427021260679186	tissue
rs567295316	RUNX1	0.242108688438634	VIPR1	-0.348453115590899	tissue
rs5758511	EGR3	0.488727607784337	CENPM	0.0964497445898264	tissue
rs587777639	SNAI3	0.0382307200700127	GPIHBP1	-0.462063736976856	tissue
rs587777640	TP73	0.0084160755317662	GPIHBP1	-0.462063736976856	tissue
rs58786455	NR3C2	-0.00220010926726115	SGSH	-0.0960037098457885	tissue
rs58786455	NR3C1	-0.106409664945694	SGSH	-0.0960037098457885	tissue
rs60311681	MEIS1	-0.174525467657211	TAF4B	0.121249870072955	tissue
rs61751379	FOXC1	0.114392109303812	ABCA4	0.118568206196979	tissue
rs62620242	RUNX1	0.242108688438634	MYBBP1A	-0.0991078619233334	tissue
rs63750400	GFI1	0.0826564354258641	HBB	0.179282484897724	tissue
rs63750400	POU2F2	0.00430399188161089	HBB	0.179282484897724	tissue
rs63750628	MYB	-0.120654606140013	HBB	0.179282484897724	tissue
rs63750628	ZBTB18	0.0255836703201694	HBB	0.179282484897724	tissue
rs63750840	PPARD	0.0185793299470339	HBB	0.179282484897724	tissue
rs6473177	ZBTB18	0.0255836703201694	HEY1	-0.184954395760203	tissue
rs6670311	TBX19	-0.0690777205929277	RPS6KA1	-0.103050462783665	tissue
rs713040	SNAI3	0.0382307200700127	HBB	0.179282484897724	tissue
rs72553885	RHOXF1	-0.0202976811966822	TNFRSF13B	0.140890939114331	tissue
rs727503788	TFAP4	-0.0178720278871239	ACADVL	-0.105991683394234	tissue
rs749159573	RHOXF1	-0.0202976811966822	ACADVL	-0.105991683394234	tissue
rs749875359	ZBTB18	0.0255836703201694	COL17A1	0.101034934989444	tissue
rs75023966	SOX18	-0.126510633329469	SORBS3	-0.155441747469949	tissue
rs7535347	NFAT5	0.0670307778086934	HECTD3	-0.100757114750369	tissue
rs756541797	BACH2	-0.0579983935333053	COCH	0.097011674643196	tissue
rs757250244	BACH2	-0.0579983935333053	COL17A1	0.101034934989444	tissue
rs757250244	NFE2	0.033294909028776	COL17A1	0.101034934989444	tissue
rs757250244	FOS	0.242590214904265	COL17A1	0.101034934989444	tissue
rs757250244	FOSL2	0.220228104585515	COL17A1	0.101034934989444	tissue
rs757398632	NHLH1	0.0357108980870408	GLDC	0.113012796355189	tissue
rs757398632	FIGLA	0.0225930489494683	GLDC	0.113012796355189	tissue
rs760975738	MEIS2	-0.0348155163988092	HBB	0.179282484897724	tissue
rs763164041	TFEC	0.0273915525892259	TNFRSF13B	0.140890939114331	tissue
rs764319738	ELF5	0.363236042203478	TNFRSF13B	0.140890939114331	tissue
rs764361166	SRF	0.0999714111856929	TF	0.0949901048838351	tissue
rs768890473	STAT3	0.147951459744635	GLDC	0.113012796355189	tissue
rs771610641	ZSCAN4	0.0328310884363244	PEX13	0.115720512184952	tissue
rs771874163	BARHL1	0.0154691074419983	ACADVL	-0.105991683394234	tissue
rs775761275	NR5A1	0.0215901883996068	ACADVL	-0.105991683394234	tissue
rs776932912	FOSL2	0.220228104585515	MOGS	-0.0687426487615832	tissue
rs77763289	NHLH2	0.0562048610072942	ACADVL	-0.105991683394234	tissue
rs77763289	TFAP4	-0.0178720278871239	ACADVL	-0.105991683394234	tissue
rs77763289	NHLH1	0.0357108980870408	ACADVL	-0.105991683394234	tissue
rs777751102	FOS	0.242590214904265	ACADVL	-0.105991683394234	tissue
rs780020193	GATA5	-0.0106116220537031	ACADVL	-0.105991683394234	tissue
rs78123380	NRL	0.101889410311038	GPIHBP1	-0.462063736976856	tissue
rs79478039	MYBL1	-0.0559587178101191	SELE	0.585381736734256	tissue
rs79478039	NR1I3	-0.0137301378213902	SELE	0.585381736734256	tissue
rs796051907	TFAP4	-0.0178720278871239	ACADVL	-0.105991683394234	tissue
rs796051907	SNAI1	0.212889318949124	ACADVL	-0.105991683394234	tissue
rs796051918	ETV4	0.00132501215902706	ACADVL	-0.105991683394234	tissue
rs797045964	KLF11	-0.0633520635015191	SLC16A2	0.112252582212436	tissue
rs8177186	ETS1	-0.0434930442486569	TF	0.0949901048838351	tissue
rs8177186	ERG	-0.18277717547685	TF	0.0949901048838351	tissue
rs8523	YY1	-0.0492387342452127	ELOVL2	0.12097212456027	tissue
rs886044100	NFATC4	0.0413353299508825	ACADVL	-0.105991683394234	tissue
rs886049947	SNAI1	0.212889318949124	LIG4	0.0950169076350246	tissue
rs886049947	FIGLA	0.0225930489494683	LIG4	0.0950169076350246	tissue
rs886053556	OSR1	0.0217776033723269	SGSH	-0.0960037098457885	tissue
rs886058609	TFAP2E	-0.0328353200133375	NBEAL2	-0.136236951800276	tissue
rs890862631	NR2F1	-0.100398737715935	ACADVL	-0.105991683394234	tissue
rs890862631	NR2C1	-0.0913787642762126	ACADVL	-0.105991683394234	tissue
rs901033731	ZNF135	-0.102736940574408	HBB	0.179282484897724	tissue
rs10015223	TFAP4	-0.0258832292174166	NSG1	-0.205856808798565	blood
rs10147522	FOXD2	-0.0102532011770396	ZBTB25	-0.173882518341979	blood
rs1015033557	NR2F1	0.00688965540074038	KLF13	-0.0606276285929466	blood
rs1024036	ELK3	-0.0541035521610409	KIF9	0.0786087041276123	blood
rs1024036	FEV	-0.00233538571339855	KIF9	0.0786087041276123	blood
rs1024036	ETV6	0.0815285237087402	KIF9	0.0786087041276123	blood
rs1029997545	ELK4	-0.112043357688479	APC	0.149406966183564	blood
rs1030380295	TCFL5	-0.0686867736017639	FASN	-0.0793123661955991	blood
rs1039405	TFAP4	-0.0258832292174166	SIGLEC9	0.124475442972231	blood
rs10424582	MEIS2	0.0145823281106908	C19orf12	-0.155110629283935	blood
rs10424582	MEIS1	0.0174632624787356	C19orf12	-0.155110629283935	blood
rs1043009	FOSL2	0.0687984268929072	KLF6	0.116496303105538	blood
rs104893664	TBX1	-0.011418710184893	SLC40A1	0.191410681854402	blood
rs104893670	PRRX2	0.0260718398620849	SLC40A1	0.191410681854402	blood
rs104893670	MSX1	0.0405735304445477	SLC40A1	0.191410681854402	blood
rs104893675	PROX1	0.0529481044422556	ABHD5	0.225484021225607	blood
rs104893736	NR5A1	-0.00748836769284706	CRYGS	-0.139756094398669	blood
rs104894108	OLIG2	0.0239916091763501	FXN	-0.083565015017786	blood
rs104894836	STAT3	0.0588167814111	GLA	0.148096477183068	blood
rs104894843	NR2C1	-0.105498485293697	GLA	0.148096477183068	blood
rs104895054	HOXB9	0.0300609006782937	RAD52	-0.0944682546798747	blood
rs104895054	HOXC11	0.0347035512950109	RAD52	-0.0944682546798747	blood
rs104895054	HOXC10	0.00662460850539453	RAD52	-0.0944682546798747	blood
rs104895054	HOXA10	0.0389789718264329	RAD52	-0.0944682546798747	blood
rs104895062	FOSL2	0.0687984268929072	RAD52	-0.0944682546798747	blood
rs1049618423	HSF4	0.000320988863420303	CLCN5	0.123721921064079	blood
rs10516487	DBP	-0.043880180935214	BANK1	-0.310474301932516	blood
rs1052970	STAT1	0.214056036581256	LILRA6	0.129208788916744	blood
rs1053225393	NR2C1	-0.105498485293697	RAB7A	0.120808769043884	blood
rs1056837	JUN	0.01236900788591	CYP1B1	0.28564368925374	blood
rs1057515795	BARX2	-0.0205038310817603	TRAPPC2	-0.122107697567533	blood
rs1057515795	ONECUT2	-0.00593474401091293	TRAPPC2	-0.122107697567533	blood
rs1057515796	HOXB4	-0.0595594298634526	TRAPPC2	-0.122107697567533	blood
rs1057515796	HOXC4	-0.0166748388878549	TRAPPC2	-0.122107697567533	blood
rs1057515796	HOXA4	0.0400080333671889	TRAPPC2	-0.122107697567533	blood
rs1057515829	IRF7	0.0782628599673784	RAB39B	-0.21523817694419	blood
rs1057515955	TBX15	0.0366294955428329	SMC1A	-0.105260903672967	blood
rs1057516520	SNAI3	0.0718731581179511	GAA	0.115827567517902	blood
rs1057517649	TFAP2E	-0.0115239902020743	AGPAT2	0.105722151397742	blood
rs1057519008	NR1I3	0.0317363972869777	DLG3	-0.117175503744317	blood
rs1057519838	HSF4	0.000320988863420303	PIK3R1	-0.182047849962907	blood
rs1057519975	NFIA	-0.0414332531766204	TP53	-0.0864059509080839	blood
rs1057519981	FOS	0.0676304537776873	TP53	-0.0864059509080839	blood
rs1057519985	ETV4	0.0259823187267057	TP53	-0.0864059509080839	blood
